feature_set	model	repeat	fold	auroc	auprc	balanced_accuracy	threshold	best_params
clinical_plus_bi	linear_svm	3	4	0.8067375886524824	0.6743998001546501	0.7154255319148937	0.1273150607293117	"{""model__C"": 0.01}"
clinical_plus_bi	linear_svm	3	5	0.71875	0.30790936286795423	0.6625	0.17674191059609834	"{""model__C"": 0.01}"
clinical_plus_bi	xgboost	1	1	0.7159090909090909	0.33306813175531413	0.6903409090909092	0.2536813020706177	"{""model__max_depth"": 2, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	1	2	0.6893939393939393	0.4208704152484056	0.6865530303030303	0.2333715409040451	"{""model__max_depth"": 2, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	1	3	0.6761363636363636	0.34948538935293516	0.6202651515151515	0.07183337956666946	"{""model__max_depth"": 4, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	1	4	0.726950354609929	0.447805602993634	0.725177304964539	0.266742080450058	"{""model__max_depth"": 2, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	1	5	0.8145833333333333	0.44446192696192693	0.7854166666666667	0.14470238983631134	"{""model__max_depth"": 4, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	2	1	0.75	0.34543713861895686	0.6619318181818181	0.1479092538356781	"{""model__max_depth"": 4, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	2	2	0.8276515151515151	0.4707258697302322	0.7462121212121212	0.16104011237621307	"{""model__max_depth"": 2, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	2	3	0.7310606060606061	0.3621051545534031	0.6723484848484849	0.23633866012096405	"{""model__max_depth"": 2, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	2	4	0.8794326241134751	0.6633352551351274	0.7987588652482269	0.2873417139053345	"{""model__max_depth"": 2, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	2	5	0.89375	0.5539785704491587	0.7916666666666667	0.22564537823200226	"{""model__max_depth"": 2, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	3	1	0.7159090909090909	0.38492953268495067	0.7357954545454546	0.19665351510047913	"{""model__max_depth"": 2, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	3	2	0.8125	0.38469489757497166	0.7803030303030303	0.16552415490150452	"{""model__max_depth"": 4, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	3	3	0.8125	0.6047302805419689	0.8087121212121212	0.1886388510465622	"{""model__max_depth"": 4, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	3	4	0.7588652482269503	0.48640505444602083	0.7570921985815603	0.07720407843589783	"{""model__max_depth"": 4, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
clinical_plus_bi	xgboost	3	5	0.7000000000000001	0.29724746230780713	0.6125	0.13179776072502136	"{""model__max_depth"": 4, ""model__learning_rate"": 0.05, ""model__n_estimators"": 120, ""model__subsample"": 0.8, ""model__colsample_bytree"": 0.8}"
gene_pathway	pasnet	1	1	0.634469696969697	0.25795976430073153	0.5359848484848485	0.5449109673500061	"{""dropout"": 0.3, ""hidden_dim"": 16, ""lr"": 0.001, ""weight_decay"": 0.0001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
gene_pathway	pasnet	1	2	0.7462121212121213	0.3986089809249248	0.6089015151515151	0.5141674876213074	"{""dropout"": 0.5, ""hidden_dim"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
gene_pathway	pasnet	1	3	0.7045454545454546	0.4389159202319879	0.6231060606060606	0.46061262488365173	"{""dropout"": 0.5, ""hidden_dim"": 64, ""lr"": 0.001, ""weight_decay"": 0.001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
gene_pathway	pasnet	1	4	0.7358156028368794	0.5061713100881017	0.6843971631205674	0.47426629066467285	"{""dropout"": 0.5, ""hidden_dim"": 32, ""lr"": 0.0003, ""weight_decay"": 0.001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
gene_pathway	pasnet	1	5	0.8333333333333333	0.5228968253968255	0.7958333333333334	0.5152993202209473	"{""dropout"": 0.5, ""hidden_dim"": 64, ""lr"": 0.0003, ""weight_decay"": 0.0001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""mean""}"
gene_pathway	pasnet	2	1	0.6363636363636364	0.2656076344244856	0.574810606060606	0.4979080855846405	"{""dropout"": 0.5, ""hidden_dim"": 16, ""lr"": 0.001, ""weight_decay"": 0.0001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
gene_pathway	pasnet	2	2	0.7689393939393939	0.45424111242293064	0.7178030303030303	0.5039821267127991	"{""dropout"": 0.5, ""hidden_dim"": 64, ""lr"": 0.0003, ""weight_decay"": 0.001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
gene_pathway	pasnet	2	3	0.7859848484848484	0.4596073517126148	0.7348484848484849	0.5579441785812378	"{""dropout"": 0.5, ""hidden_dim"": 16, ""lr"": 0.001, ""weight_decay"": 0.0001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
gene_pathway	pasnet	2	4	0.8421985815602837	0.5434642231982049	0.8324468085106382	0.5446322560310364	"{""dropout"": 0.1, ""hidden_dim"": 16, ""lr"": 0.001, ""weight_decay"": 0.0001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
gene_pathway	pasnet	2	5	0.85	0.49815314587373405	0.7729166666666667	0.4792175889015198	"{""dropout"": 0.3, ""hidden_dim"": 32, ""lr"": 0.001, ""weight_decay"": 0.001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
gene_pathway	pasnet	3	1	0.6893939393939394	0.3639205277743903	0.6268939393939394	0.5189065933227539	"{""dropout"": 0.5, ""hidden_dim"": 16, ""lr"": 0.001, ""weight_decay"": 0.0001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
gene_pathway	pasnet	3	2	0.8143939393939393	0.5950407435701554	0.7660984848484849	0.5649043917655945	"{""dropout"": 0.5, ""hidden_dim"": 32, ""lr"": 0.001, ""weight_decay"": 0.001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
gene_pathway	pasnet	3	3	0.7916666666666666	0.46800297403745683	0.728219696969697	0.4981382191181183	"{""dropout"": 0.5, ""hidden_dim"": 16, ""lr"": 0.0003, ""weight_decay"": 0.0001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
gene_pathway	pasnet	3	4	0.7375886524822696	0.562459023478456	0.7065602836879432	0.5222844481468201	"{""dropout"": 0.5, ""hidden_dim"": 64, ""lr"": 0.001, ""weight_decay"": 0.0001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
gene_pathway	pasnet	3	5	0.7249999999999999	0.3048229627971007	0.5625	0.47056517004966736	"{""dropout"": 0.5, ""hidden_dim"": 16, ""lr"": 0.001, ""weight_decay"": 0.0001, ""top_genes"": 5000, ""min_genes"": 5, ""pathway_mode"": ""trainable""}"
